row_idx,tweet,gt_target,gt_stance,gt_prediction,similar_target,sim_prediction,ESS,CED,TFR
2449,"Sadly, at some point this is about a different sent of rules for Muslims. Burn an American flag, ok, rip up a photo of the Pope, ok, this is America. But deface a Koran and you are called out as an intolerant bigot. This is wrong on the face of it. And at the root is Islam's own intolerance. Strongly criticize their religion and they want to not just protest, but kill you. We need to stand up to this bullying. To the specific issue in this case, yes, fire the worker, if you also fire a worker who burns an America flag during an anti-war rally. Of course we know this wouldn't happen.",speech,AGAINST,AGAINST,Islam,AGAINST,0.0,1.0,0.0
2449,"Sadly, at some point this is about a different sent of rules for Muslims. Burn an American flag, ok, rip up a photo of the Pope, ok, this is America. But deface a Koran and you are called out as an intolerant bigot. This is wrong on the face of it. And at the root is Islam's own intolerance. Strongly criticize their religion and they want to not just protest, but kill you. We need to stand up to this bullying. To the specific issue in this case, yes, fire the worker, if you also fire a worker who burns an America flag during an anti-war rally. Of course we know this wouldn't happen.",speech,AGAINST,AGAINST,Islam,AGAINST,0.0,1.0,0.0
2449,"Sadly, at some point this is about a different sent of rules for Muslims. Burn an American flag, ok, rip up a photo of the Pope, ok, this is America. But deface a Koran and you are called out as an intolerant bigot. This is wrong on the face of it. And at the root is Islam's own intolerance. Strongly criticize their religion and they want to not just protest, but kill you. We need to stand up to this bullying. To the specific issue in this case, yes, fire the worker, if you also fire a worker who burns an America flag during an anti-war rally. Of course we know this wouldn't happen.",speech,AGAINST,AGAINST,anti-war rally,AGAINST,0.0,1.0,0.0
2450,"Safeguarding the public's health is primarily the responsibility of the public - a small but important point. I say good for Walmart. Of course it's a PR move, but it's a good one. Michelle Obama being at their announcement was a PR move, heck, the State of the Union is a PR move. If you are looking for different motives from business or government you are dreaming.",wal-mart,FAVOR,AGAINST,Walmart,AGAINST,0.0,1.0,0.0
2450,"Safeguarding the public's health is primarily the responsibility of the public - a small but important point. I say good for Walmart. Of course it's a PR move, but it's a good one. Michelle Obama being at their announcement was a PR move, heck, the State of the Union is a PR move. If you are looking for different motives from business or government you are dreaming.",wal-mart,FAVOR,AGAINST,Walmart,AGAINST,0.0,1.0,0.0
2450,"Safeguarding the public's health is primarily the responsibility of the public - a small but important point. I say good for Walmart. Of course it's a PR move, but it's a good one. Michelle Obama being at their announcement was a PR move, heck, the State of the Union is a PR move. If you are looking for different motives from business or government you are dreaming.",wal-mart,FAVOR,AGAINST,walmart,AGAINST,0.0,1.0,0.0
2451,"Scalia used to hold forth in a most partisan manner. Is this somehow different? In a perfect world, SCOTUS justices would never say a word in public about politics. But they do. And we allow it. So get over it.",elections,FAVOR,AGAINST,SCOTUS justices,AGAINST,0.0,1.0,0.0
2451,"Scalia used to hold forth in a most partisan manner. Is this somehow different? In a perfect world, SCOTUS justices would never say a word in public about politics. But they do. And we allow it. So get over it.",elections,FAVOR,AGAINST,Scalia,AGAINST,0.0,1.0,0.0
2451,"Scalia used to hold forth in a most partisan manner. Is this somehow different? In a perfect world, SCOTUS justices would never say a word in public about politics. But they do. And we allow it. So get over it.",elections,FAVOR,AGAINST,SCOTUS,AGAINST,0.0,1.0,0.0
2452,"Schools should be required to report data on class size, nature of classes, graduation rates and post-graduation on employment, employment related to field of study, income and the like. Based on that, students should make their own choices. Schools should be sanctioned for misrepresenting the data, but should not be ranked as such.",grade colleges,FAVOR,AGAINST,School Transparency,AGAINST,0.0,1.0,0.0
2452,"Schools should be required to report data on class size, nature of classes, graduation rates and post-graduation on employment, employment related to field of study, income and the like. Based on that, students should make their own choices. Schools should be sanctioned for misrepresenting the data, but should not be ranked as such.",grade colleges,FAVOR,AGAINST,class size,AGAINST,0.0,1.0,0.0
2452,"Schools should be required to report data on class size, nature of classes, graduation rates and post-graduation on employment, employment related to field of study, income and the like. Based on that, students should make their own choices. Schools should be sanctioned for misrepresenting the data, but should not be ranked as such.",grade colleges,FAVOR,AGAINST,employment,AGAINST,0.0,1.0,0.0
2453,"Secrecy avoids accountability, and allows anonymous violation of the law, which goes unpunished. The wholesale violation of human rights, rendition kidnapping by any other name , torture and killing of persons, guilty or innocent, and subversion of other countries governments, from Iran and Guatemala in the beginning to Afghanistan today, shows the CIA and America to be just another colonizing power taking what it wants for itself and its businesses. It should be dumped, and its functions returned to the State Department and Military where lawyers still honor their oath to protect the Constitution. US Army 1969-1971 California JD",the c.i.a.,AGAINST,AGAINST,CIA,AGAINST,0.0,1.0,0.0
